,smiles,dipole
27579,O=C1OCC1CO,3.4062
27580,O=C1CNC1CO,2.6721
27581,O=C1COC1CO,1.5444
27582,CC1CCC1CO,1.3193
27583,CC1COC1CO,2.7308
27584,CC1OCC1CO,2.1842
27585,CCC1CCC1C,0.1133
27586,CCC1CCC1O,1.3099
27587,CN=c1cncc(O)[nH]1,2.8825
27588,CN=c1ccnc(O)[nH]1,1.4155
27589,CN=c1ncnc(O)[nH]1,2.783
27590,CN=c1cccc(C)o1,3.1238
27591,CN=c1nccc(C)o1,3.8404
27592,CN=c1cncc(C)o1,1.3997
27593,CN=c1ccnc(C)o1,1.6357
27594,CN=c1ncnc(C)o1,1.8743
27595,CN=c1cccc(N)o1,4.2068
27596,CN=c1nccc(N)o1,5.0684
27597,CN=c1cncc(N)o1,4.4765
27598,CN=c1cnc(C)co1,2.3944
27599,CN=c1ccc(N)co1,3.8405
27600,CN=c1ncc(N)co1,5.3411
27601,CN=c1cnc(N)co1,2.9357
27602,CN=c1ccc(O)co1,3.128
27603,CN=c1cnc(O)co1,0.9284
27604,C#Cc1coc(=NC)[nH]1,2.5037
27605,CN=c1[nH]cc(C#N)[nH]1,4.1528
27606,C#Cc1c[nH]c(=NC)o1,2.791
27607,CN=c1[nH]cc(C#N)o1,4.2691
27608,C#Cc1coc(=NC)o1,2.9824
27609,CN=c1occ(C#N)o1,4.1031
27610,CN=c1[nH]cc(C=O)o1,4.7734
27611,CN=c1occ(C=O)o1,4.7374
27612,CN=c1occ2n1CC2,3.4849
27613,CN=c1[nH]c(=N)cco1,3.2441
27614,CN=c1[nH]c(=N)nco1,2.7203
27615,CN=c1[nH]ccc(=O)o1,4.422
27616,CN=c1[nH]cnc(=O)[nH]1,5.8911
27617,CN=c1[nH]cnc(=O)o1,4.886
27618,CN=c1occc(=O)o1,4.9103
27619,CN=c1ocnc(=O)o1,5.017
27620,CNc1nccc(N)n1,2.0534
27621,CN=c1cc(C)nc[nH]1,2.2774
27622,CN=c1nc(C)nc[nH]1,2.0918
27623,CN=c1cc(O)nc[nH]1,3.8386
27624,CN=c1nc(O)nc[nH]1,3.6946
27625,CN=c1cc(C)cco1,3.0897
27626,CN=c1nc(C)cco1,4.336
27627,CN=c1cc(N)cco1,4.3159
27628,CN=c1nc(N)cco1,5.2586
27629,CN=c1cc(O)cco1,4.4743
27630,CN=c1nc(O)cco1,3.2628
27631,CN=c1cc(C)nco1,1.1273
27632,CN=c1nc(C)nco1,2.6469
27633,CN=c1cc(N)nco1,2.66
27634,CN=c1nc(N)nco1,3.4512
27635,CN=c1cc(O)nco1,2.6708
27636,CN=c1nc(O)nco1,4.2889
27637,CN=c1[nH]ccn1C=O,4.8911
27638,CN=c1occn1C=O,2.9158
27639,CN=c1[nH]ccnc1O,1.7207
27640,CN=c1[nH]cncc1C,2.247
27641,CN=c1[nH]cncc1O,1.7966
27642,CN=c1occcc1C,2.3529
27643,CN=c1occcc1N,1.8156
27644,CN=c1occcc1O,3.292
27645,CN=c1occnc1C,1.7531
27646,CN=c1occnc1N,0.4701
27647,CN=c1occnc1O,2.045
27648,CN=c1ocncc1C,0.3727
27649,CN=c1ocncc1N,1.1057
27650,CN=c1ocncc1O,1.1432
27651,CN=c1[nH]cc[nH]c1=O,5.7777
27652,CN=c1[nH]ccoc1=N,3.0101
27653,CN=c1[nH]ccoc1=O,3.8715
27654,CN=c1occ[nH]c1=N,4.8293
27655,CN=c1occ[nH]c1=O,4.8747
27656,CN=c1occoc1=N,3.8027
27657,CN=c1occoc1=O,4.569
27658,Cc1ncoc1N=CN,4.4417
27659,NC=Nc1ocnc1N,3.8832
27660,NC=Nc1ocnc1O,3.0299
27661,Cc1coc(N=CN)c1,2.3189
27662,Cc1coc(N=CN)n1,4.0949
27663,NC=Nc1cc(N)co1,2.4593
27664,NC=Nc1nc(N)co1,3.4315
27665,NC=Nc1nc(O)co1,4.4816
27666,Cc1cnc(N=CN)o1,2.3813
27667,Cc1ncc(N=CN)o1,4.5655
27668,NC=Nc1cnc(N)o1,4.0669
27669,NC=Nc1ncc(N)o1,1.3661
27670,NC=Nc1cnccn1,4.2401
27671,NC=Nc1ncccn1,2.886
27672,NC=Nc1cnccn1,4.2401
27673,NC=Nc1ncncn1,4.9715
27674,N=c1occ(N=CN)o1,6.8945
27675,NC=Nc1coc(=O)o1,8.1052
27676,NC=Nc1cocc1O,4.6826
27677,CN=CNc1ccco1,1.9028
27678,CN=CNc1cnco1,3.2309
27679,CN=CNc1ncco1,1.1147
27680,CN=COc1ccc[nH]1,1.834
27681,CN=COc1ccco1,2.4496
27682,CN=COc1cnc[nH]1,4.7013
27683,CN=COc1cnco1,2.5716
27684,CN=COc1ncc[nH]1,1.8213
27685,CN=COc1ncco1,1.7729
27686,CN=CNc1c[nH]cn1,1.2849
27687,CN=CNc1ccoc1,2.8901
27688,CN=CNc1cocn1,1.3941
27689,CN=COc1cc[nH]c1,4.3875
27690,CN=COc1c[nH]cn1,4.4493
27691,CN=COc1ccoc1,1.9946
27692,CN=COc1cocn1,2.0708
27693,CCC#Cc1ccc[nH]1,1.7207
27694,CCC#Cc1ccco1,0.7373
27695,CCC#Cc1cnc[nH]1,3.726
27696,CCC#Cc1cnco1,2.4608
27697,CCC#Cc1ncc[nH]1,3.5152
27698,CCC#Cc1ncco1,1.4217
27699,OCC#Cc1ccc[nH]1,2.0677
27700,OCC#Cc1ccco1,1.3715
27701,OCC#Cc1cnc[nH]1,3.9188
27702,OCC#Cc1cnco1,2.8774
27703,OCC#Cc1ncc[nH]1,3.3906
27704,OCC#Cc1ncco1,1.8611
27705,CCC#Cc1cc[nH]c1,2.0812
27706,CCC#Cc1c[nH]cn1,3.4902
27707,CCC#Cc1ccoc1,0.7789
27708,CCC#Cc1cocn1,1.5911
27709,OCC#Cc1cc[nH]c1,2.2408
27710,OCC#Cc1c[nH]cn1,3.217
27711,OCC#Cc1ccoc1,1.557
27712,CCC(=O)c1cnco1,2.7886
27713,CCC(=O)c1ncc[nH]1,2.0778
27714,CCC(=O)c1ncco1,2.4534
27715,CCC(C)c1ccc[nH]1,1.8515
27716,CCC(C)c1ccco1,0.4187
27717,CCC(C)c1cnc[nH]1,3.8084
27718,CCC(C)c1cnco1,2.1673
27719,CCC(C)c1ncc[nH]1,3.3273
27720,CCC(C)c1ncco1,1.3081
27721,CCC(O)c1ccc[nH]1,0.7952
27722,CCC(O)c1ccco1,1.4966
27723,CCC(O)c1cnc[nH]1,2.4506
27724,CCC(O)c1cnco1,1.7867
27725,CCC(O)c1ncc[nH]1,2.3619
27726,CCC(O)c1ncco1,2.5089
27727,CCN(C)c1ccc[nH]1,1.8052
27728,CCN(C)c1ccco1,1.4072
27729,CCN(C)c1cnco1,3.2317
27730,CCN(C)c1ncc[nH]1,3.5807
27731,CCN(C)c1ncco1,1.8126
27732,CNC(C)c1ncco1,0.6502
27733,COC(C)c1ccc[nH]1,2.0588
27734,COC(C)c1ccco1,0.9048
27735,COC(C)c1cnc[nH]1,4.0809
27736,COC(C)c1cnco1,1.9724
27737,COC(C)c1ncc[nH]1,2.5693
27738,COC(C)c1ncco1,2.215
27739,NC(CO)c1ncco1,1.7839
27740,OCC(O)c1ccc[nH]1,2.5323
27741,OCC(O)c1ccco1,2.7089
27742,OCC(O)c1cnc[nH]1,2.9515
27743,OCC(O)c1cnco1,1.5467
27744,OCC(O)c1ncc[nH]1,3.7994
27745,OCC(O)c1ncco1,3.0124
27746,CC(CO)c1cc[nH]c1,2.518
27747,CC(CO)c1c[nH]cn1,3.6861
27748,CC(CO)c1ccoc1,1.3894
27749,CC(CO)c1cocn1,1.2609
27750,CCC(C)c1cc[nH]c1,1.7589
27751,CCC(C)c1c[nH]cn1,3.2625
27752,CCC(C)c1ccoc1,0.879
27753,CCC(C)c1cocn1,1.143
27754,CCC(O)c1cc[nH]c1,2.6507
27755,CCC(O)c1c[nH]cn1,4.7792
27756,CCC(O)c1ccoc1,1.5066
27757,CCC(O)c1cocn1,1.9913
27758,CCN(C)c1cc[nH]c1,1.2242
27759,CCN(C)c1c[nH]cn1,2.6709
27760,CCN(C)c1ccoc1,1.6836
27761,CCN(C)c1cocn1,1.4526
27762,COC(C)c1cc[nH]c1,0.9469
27763,COC(C)c1c[nH]cn1,2.4101
27764,COC(C)c1ccoc1,1.7507
27765,COC(C)c1cocn1,0.9639
27766,OCC(O)c1cc[nH]c1,4.1705
27767,OCC(O)c1c[nH]cn1,5.7289
27768,OCC(O)c1ccoc1,1.8252
27769,OCC(O)c1cocn1,2.9479
27770,CC(CO)n1cccc1,2.039
27771,CC(CO)n1ccnc1,3.662
27772,CCC(C)n1cccc1,2.2306
27773,CNc1[nH]cc(N)c1C,1.3956
27774,CNc1occ(N)c1C,1.0631
27775,CNc1[nH]cc(O)c1C,2.0671
27776,CNc1occ(O)c1C,2.7652
27777,CNc1occ(C)c1N,0.9798
27778,CNc1occ(N)c1N,1.6598
27779,CNc1[nH]cc(C)c1O,0.7866
27780,CNc1occ(C)c1O,0.8955
27781,CNc1[nH]cc(N)c1O,2.1235
27782,CNc1[nH]cc(O)c1O,2.0482
27783,COc1[nH]cc(C)c1C,1.81
27784,COc1occ(C)c1C,0.9372
27785,COc1[nH]cc(N)c1C,1.1715
27786,COc1occ(N)c1C,0.5737
27787,COc1[nH]cc(O)c1C,1.9672
27788,COc1[nH]cc(C)c1N,1.1312
27789,COc1occ(C)c1N,0.573
27790,COc1[nH]cc(N)c1N,1.4071
27791,COc1occ(N)c1N,1.3221
27792,COc1[nH]cc(O)c1N,3.2217
27793,COc1[nH]cc(C)c1O,2.635
27794,COc1occ(C)c1O,1.3843
27795,COc1[nH]cc(N)c1O,1.9141
27796,COc1[nH]cc(O)c1O,2.0868
27797,Nc1c(O)c[nH]c1CO,2.0593
27798,Nc1c[nH]c(CO)c1N,1.4766
27799,Nc1c[nH]c(CO)c1O,3.2111
27800,Nc1coc(CO)c1N,1.8356
27801,C=C1OC=C(N)C1=O.N,2.4297
27802,C=C1OC=C(O)C1=O.N,3.071
27803,OCc1[nH]cc(O)c1O,2.8769
27804,CCc1ccn(C)c1C,1.9923
27805,CCc1ncn(C)c1C,3.7505
27806,CCc1ccn(C)c1N,1.4616
27807,CCc1ccn(C)c1O,0.9782
27808,CCc1ncn(C)c1O,2.8427
27809,Cc1c(CO)ccn1C,1.4526
27810,Cn1ccc(CO)c1N,1.8746
27811,Cn1ccc(CO)c1O,1.4098
27812,Cc1c(CO)ncn1C,4.1408
27813,Cn1cnc(CO)c1N,4.0347
27814,Cn1cnc(CO)c1O,2.4586
27815,CNc1ccn(C)c1C,1.5545
27816,CNc1ncn(C)c1C,3.2008
27817,CNc1ncn(C)c1N,2.6462
27818,CNc1ccn(C)c1O,0.2767
27819,CNc1ncn(C)c1O,1.9601
27820,Cc1cc(N)c(CO)o1,2.112
27821,C=C1OC(C)=CC1=O.N,2.7796
27822,Cc1cc(O)c(CO)[nH]1,2.3424
27823,Cc1cc(O)c(CO)o1,1.6712
27824,Cc1nc(C)c(CO)[nH]1,3.5317
27825,Cc1nc(C)c(CO)o1,1.5724
27826,Cc1nc(N)c(CO)[nH]1,2.806
27827,Cc1nc(N)c(CO)o1,1.8039
27828,Cc1nc(O)c(CO)[nH]1,1.9425
27829,Cc1nc(O)c(CO)o1,1.865
27830,CCc1[nH]c(C)cc1C,1.6847
27831,CCc1oc(C)cc1C,0.3547
27832,CCc1[nH]c(N)cc1C,1.421
27833,CCc1oc(N)cc1C,1.3751
27834,CCc1[nH]c(O)cc1C,0.7086
27835,CCc1oc(C)nc1C,1.4619
27836,CCc1oc(N)nc1C,1.6744
27837,CCc1[nH]c(O)nc1C,2.0019
27838,CCc1oc(O)nc1C,0.8019
27839,CCc1[nH]c(C)cc1N,1.4584
27840,CCc1oc(C)cc1N,1.3291
27841,CCc1[nH]c(N)cc1N,1.1337
27842,CCc1oc(N)cc1N,0.7391
27843,CCc1[nH]c(O)cc1N,1.0937
27844,CCc1oc(C)nc1N,1.4468
27845,CCc1oc(N)nc1N,0.7342
27846,CCc1[nH]c(O)nc1N,1.6498
27847,CCc1oc(O)nc1N,1.5902
27848,CCc1[nH]c(C)cc1O,1.6773
27849,CCc1oc(C)cc1O,1.7314
27850,CCc1[nH]c(N)cc1O,2.1067
27851,CCc1oc(N)cc1O,2.4617
27852,CCc1[nH]c(O)cc1O,1.8421
27853,CCc1[nH]c(C)nc1O,2.769
27854,CNc1oc(O)nc1N,1.3181
27855,CNc1[nH]c(C)cc1O,0.9789
27856,CNc1oc(C)cc1O,0.8161
27857,CNc1[nH]c(N)cc1O,1.7759
27858,CNc1oc(N)cc1O,2.2449
27859,CNc1[nH]c(O)cc1O,1.7206
27860,CNc1[nH]c(C)nc1O,1.9188
27861,CNc1oc(C)nc1O,0.5796
27862,CNc1[nH]c(N)nc1O,2.1611
27863,CNc1oc(N)nc1O,2.5533
27864,CNc1[nH]c(O)nc1O,0.674
27865,CNc1oc(O)nc1O,0.7842
27866,COc1[nH]c(C)cc1C,1.9724
27867,COc1oc(C)cc1C,1.1561
27868,COc1[nH]c(N)cc1C,2.2083
27869,COc1oc(N)cc1C,1.8708
27870,COc1[nH]c(O)cc1C,1.3222
27871,COc1[nH]c(C)nc1C,3.3787
27872,COc1oc(C)nc1C,2.2009
27873,COc1oc(N)nc1C,1.8087
27874,COc1[nH]c(O)nc1C,2.2518
27875,COc1oc(O)nc1C,1.3528
27876,COc1[nH]c(C)cc1N,1.1713
27877,COc1oc(C)cc1N,0.1989
27878,COc1[nH]c(N)cc1N,1.8954
27879,COc1oc(N)cc1N,1.4433
27880,COc1[nH]c(O)cc1N,0.5938
27881,COc1[nH]c(C)nc1N,1.8419
27882,COc1oc(C)nc1N,2.6335
27883,COc1oc(N)nc1N,1.7485
27884,COc1[nH]c(O)nc1N,2.6366
27885,COc1oc(O)nc1N,2.4219
27886,COc1[nH]c(C)cc1O,2.8579
27887,COc1oc(C)cc1O,1.5645
27888,COc1[nH]c(N)cc1O,1.9715
27889,COc1oc(N)cc1O,2.5559
27890,COc1[nH]c(O)cc1O,1.5778
27891,COc1[nH]c(C)nc1O,2.1832
27892,COc1oc(C)nc1O,1.8491
27893,COc1[nH]c(N)nc1O,1.9939
27894,COc1oc(N)nc1O,2.1309
27895,COc1[nH]c(O)nc1O,1.4322
27896,COc1oc(O)nc1O,1.7558
27897,Nc1cc(O)[nH]c1CO,2.2913
27898,Nc1nc(O)[nH]c1CO,1.5912
27899,Nc1cc(N)c(CO)[nH]1,2.5893
27900,Nc1cc(N)c(CO)o1,3.4489
27901,Nc1cc(O)c(CO)[nH]1,3.3743
27902,Nc1cc(O)c(CO)o1,2.899
27903,Nc1nc(N)c(CO)o1,3.0652
27904,Nc1nc(O)c(CO)[nH]1,2.6283
27905,Nc1nc(O)c(CO)o1,2.8759
27906,C=C1OC(=O)C=C1N.N,9.1141
27907,C=C1OC(N)=CC1=O.N,4.843
27908,C=C1OC(=O)N=C1O.N,3.4097
27909,OCc1[nH]c(O)cc1O,3.3507
27910,OCc1[nH]c(O)nc1O,1.7748
27911,CCc1c(C)ccn1C,1.8294
27912,CCc1c(C)ncn1C,3.6623
27913,CCc1c(N)ccn1C,1.5052
27914,CCc1c(N)ncn1C,3.1189
27915,CCc1c(O)ccn1C,1.5457
27916,CCc1c(O)ncn1C,2.9756
27917,Cc1ccn(C)c1CO,0.7937
27918,Cn1ccc(N)c1CO,1.3067
27919,Cn1ccc(O)c1CO,1.9929
27920,Cc1ncn(C)c1CO,1.9787
27921,Cn1cnc(N)c1CO,1.6957
27922,Cn1cnc(O)c1CO,1.7741
27923,CNc1c(C)ccn1C,2.6137
27924,CNc1c(O)ccn1C,0.5687
27925,CNc1c(O)ncn1C,2.2384
27926,COc1c(C)ccn1C,2.0203
27927,COc1c(C)ncn1C,3.7391
27928,COc1c(N)ccn1C,1.1933
27929,COc1c(N)ncn1C,2.3134
27930,COc1c(O)ccn1C,3.0249
27931,COc1c(O)ncn1C,2.4444
27932,Cc1oc(=N)[nH]c1CN,2.5826
27933,Cc1oc(=N)[nH]c1CO,4.6845
27934,Cc1[nH]c(=O)[nH]c1CO,4.34
27935,Cc1oc(=O)[nH]c1CO,4.5423
27936,Cc1[nH]c(=N)oc1CO,2.586
27937,Cc1oc(=N)oc1CO,3.2905
27938,Cc1[nH]c(=O)oc1CO,4.0519
27939,Cc1oc(=O)oc1CO,4.0647
27940,CCc1oc(=N)[nH]c1C,3.7872
27941,CCc1[nH]c(=O)[nH]c1C,4.2353
27942,CCc1oc(=O)[nH]c1C,5.0598
27943,CCc1[nH]c(=N)oc1C,3.8921
27944,CCc1oc(=N)oc1C,4.283
27945,CCc1[nH]c(=O)oc1C,5.2169
27946,CCc1oc(=O)oc1C,5.1691
27947,CCc1[nH]c(=O)[nH]c1N,4.9297
27948,CCc1oc(=O)[nH]c1N,5.5625
27949,CCc1[nH]c(=N)oc1N,3.1341
27950,CCc1oc(=N)oc1N,4.0292
27951,CCc1[nH]c(=O)oc1N,4.2606
27952,CCc1oc(=O)oc1N,4.591
27953,CCc1oc(=N)[nH]c1O,3.0461
27954,CCc1[nH]c(=O)[nH]c1O,3.7758
27955,CCc1oc(=N)oc1O,3.6371
27956,CCc1[nH]c(=O)oc1O,3.8425
27957,CNc1oc(=N)[nH]c1C,3.2936
27958,CNc1oc(=O)[nH]c1C,4.4072
27959,CNc1[nH]c(=N)oc1C,4.4089
27960,CNc1oc(=N)oc1C,3.7823
27961,CNc1[nH]c(=O)oc1C,5.7087
27962,CNc1oc(=O)oc1C,4.8813
27963,CNc1oc(=N)[nH]c1N,3.848
27964,CNc1oc(=O)[nH]c1N,4.9771
27965,CNc1[nH]c(=N)oc1N,3.739
27966,CNc1oc(=N)oc1N,4.4634
27967,CNc1[nH]c(=O)oc1N,4.8931
27968,CNc1oc(=O)oc1N,5.2516
27969,CNc1[nH]c(=O)[nH]c1O,4.2511
27970,CNc1oc(=O)[nH]c1O,5.2784
27971,CNc1[nH]c(=N)oc1O,3.6188
27972,CNc1oc(=N)oc1O,2.9041
27973,CNc1[nH]c(=O)oc1O,4.4981
27974,CNc1oc(=O)oc1O,5.0466
27975,COc1[nH]c(=O)[nH]c1C,3.8932
27976,COc1oc(=O)[nH]c1C,4.3665
27977,COc1[nH]c(=N)oc1C,3.4279
27978,COc1oc(=N)oc1C,4.1571
27979,COc1[nH]c(=O)oc1C,4.953
27980,COc1oc(=O)oc1C,4.7097
27981,COc1oc(=N)[nH]c1N,3.7155
27982,COc1[nH]c(=O)[nH]c1N,4.6623
27983,COc1oc(=O)[nH]c1N,4.7886
27984,COc1oc(=N)oc1N,3.253
27985,COc1[nH]c(=O)oc1N,4.9366
27986,COc1oc(=O)oc1N,4.0155
27987,CNc1nc(C)oc1C,1.4252
27988,CNc1cc(N)oc1C,1.9506
27989,CNc1nc(N)oc1C,0.8633
27990,CNc1nc(O)oc1C,2.6537
27991,CNc1nc(O)[nH]c1N,2.6567
27992,CNc1cc(C)oc1N,0.7254
27993,CNc1nc(C)oc1N,1.8777
27994,CNc1cc(N)oc1N,1.9733
27995,CNc1nc(N)oc1N,1.8066
27996,CNc1nc(O)oc1N,3.2412
27997,CNc1cc(C)[nH]c1O,1.0018
27998,CNc1nc(C)[nH]c1O,1.5176
27999,CNc1cc(N)[nH]c1O,1.1336
28000,CNc1nc(N)[nH]c1O,1.5406
28001,CNc1cc(O)[nH]c1O,0.5126
28002,CNc1nc(O)[nH]c1O,1.4359
28003,CNc1cc(C)oc1O,0.5963
28004,CNc1cc(N)oc1O,1.0378
28005,CNc1nc(N)oc1O,1.0004
28006,CNc1nc(O)oc1O,2.4043
28007,COc1cc(C)[nH]c1C,1.4827
28008,COc1nc(C)[nH]c1C,2.6039
28009,COc1[nH]c(=O)[nH]c1O,4.3212
28010,COc1oc(=N)oc1O,2.9181
28011,COc1[nH]c(=O)oc1O,3.8592
28012,N=c1[nH]c(CO)c(N)o1,3.5004
28013,Nc1[nH]c(=O)[nH]c1CO,3.567
28014,Nc1oc(=O)[nH]c1CO,4.4033
28015,N=c1[nH]c(N)c(CO)o1,3.2099
28016,N=c1oc(N)c(CO)o1,4.0571
28017,Nc1[nH]c(=O)oc1CO,4.6783
28018,Nc1oc(=O)oc1CO,4.6828
28019,N=c1[nH]c(CN)c(N)o1,5.1055
28020,C=C1OC(=N)N=C1O.N,2.2971
28021,C=C1OC(=O)NC1=O.N,1.2176
28022,C=C1OC(=O)OC1=O.N,3.8334
28023,O=c1[nH]c(O)c(CO)[nH]1,3.8404
28024,N=c1oc(O)c(CO)o1,2.8125
28025,O=c1[nH]c(CO)c(O)o1,3.1396
28026,C=C(C=C=O)C(C)=O.N,2.2072
28027,CCc1cc(N)oc1N,1.898
28028,CCc1nc(N)oc1N,2.6556
28029,CCc1cc(O)oc1N,1.9141
28030,CCc1nc(O)oc1N,3.6493
28031,CCc1cc(C)[nH]c1O,0.6745
28032,CCc1nc(C)[nH]c1O,2.326
28033,CCc1cc(N)[nH]c1O,0.6119
28034,CCc1cc(O)[nH]c1O,0.5403
28035,CCc1nc(O)[nH]c1O,1.2467
28036,CCc1cc(N)oc1O,1.8802
28037,CNc1cc(C)[nH]c1C,1.4309
28038,CNc1nc(C)[nH]c1C,2.8421
28039,CNc1cc(N)[nH]c1C,0.6357
28040,CNc1cc(O)[nH]c1C,0.8381
28041,CNc1nc(O)[nH]c1C,1.8368
28042,CNc1cc(C)oc1C,1.1226
28043,COc1cc(N)[nH]c1C,1.6124
28044,COc1nc(N)[nH]c1C,2.6495
28045,COc1cc(O)[nH]c1C,1.4805
28046,COc1nc(O)[nH]c1C,1.3243
28047,COc1cc(C)oc1C,1.507
28048,COc1nc(C)oc1C,0.5158
28049,COc1cc(N)oc1C,2.2354
28050,COc1nc(N)oc1C,1.7304
28051,COc1nc(O)oc1C,1.2412
28052,COc1cc(C)[nH]c1N,0.5239
28053,COc1nc(C)[nH]c1N,1.5488
28054,COc1cc(N)[nH]c1N,1.3771
28055,COc1nc(N)[nH]c1N,1.6525
28056,COc1cc(O)[nH]c1N,1.4745
28057,COc1nc(O)[nH]c1N,0.2027
28058,COc1cc(C)oc1N,0.5583
28059,COc1nc(C)oc1N,1.5583
28060,COc1cc(N)oc1N,2.4182
28061,COc1nc(N)oc1N,2.4441
28062,COc1nc(O)oc1N,2.469
28063,COc1cc(C)[nH]c1O,1.0936
28064,COc1nc(C)[nH]c1O,1.4294
28065,COc1cc(N)[nH]c1O,1.3805
28066,COc1nc(N)[nH]c1O,2.1692
28067,COc1cc(O)[nH]c1O,1.3051
28068,COc1nc(O)[nH]c1O,0.9709
28069,C#CC1NC1CC,1.6197
28070,CCC1NC1C#N,4.7201
28071,C#CC1OC1CC,1.7065
28072,CCC1OC1C#N,3.7059
28073,C#CC1CN1CC,0.8597
28074,CCN1CC1C#N,3.127
28075,C#CC1CC1OC,1.1902
28076,COC1CC1C#N,4.2202
28077,C#CC1CC1CO,1.4799
28078,N#CC1CC1CO,3.8026
28079,C#CC1NC1CO,2.0081
28080,N#CC1NC1CO,4.2226
28081,C#CC1OC1CO,1.6405
28082,N#CC1OC1CO,2.729
28083,CCC1CC1C=O,3.3371
28084,CC12CC1CCO2,1.2516
28085,CC12COCC1C2,1.6121
28086,CC12CCOC1C2,1.4675
28087,CC12CC1OCO2,1.1156
28088,COC1CC1C=O,2.9278
28089,O=CC1CC1CO,2.6127
28090,O=CN1CC1CO,4.2372
28091,O=CC1NC1CO,2.5204
28092,O=CC1OC1CO,1.2588
28093,CCC1CC1CC,0.1171
28094,CCC1CC1CO,1.3906
28095,CCC1CC1OC,0.9884
28096,CCC1CN1CC,1.207
28097,CCC1NC1CO,2.2365
28098,CCC1OC1CC,1.6989
28099,CCC1OC1CO,2.0593
28100,CCN1CC1CO,2.2059
28101,COC1CC1CO,1.0188
28102,COC1CC1OC,1.8188
28103,OCC1CC1CO,2.6042
28104,OCC1NC1CO,1.4757
28105,OCC1OC1CO,0.5495
28106,COc1cc(C)oc1O,1.4519
28107,COc1cc(N)oc1O,2.3514
28108,COc1nc(N)oc1O,1.7713
28109,Nc1[nH]c(O)cc1CO,1.5973
28110,Nc1[nH]c(O)nc1CO,2.6007
28111,Nc1oc(O)nc1CO,1.8268
28112,Nc1cc(CO)c(N)[nH]1,2.254
28113,Nc1cc(CO)c(N)o1,3.1066
28114,Nc1cc(CO)c(O)[nH]1,1.8796
28115,Nc1cc(CO)c(O)o1,3.6836
28116,Nc1nc(CO)c(N)o1,3.3495
28117,C=C(C=C=O)C(N)=O.N,7.6132
28118,NCc1nc(O)oc1N,4.774
28119,C=C1C=C(N)OC1=O.N,3.6947
28120,C#CC1=CCCC1,0.7776
28121,C#CC1=CCOC1,1.2613
28122,C#CC1=NCCO1,1.3752
28123,N#CC1=CCCC1,4.536
28124,N#CC1=CCOC1,3.2089
28125,N#CC1=NCCN1,4.9261
28126,N#CC1=NCCO1,4.9482
28127,C#CC1CC=CC1,0.6745
28128,C#CC1CN=CO1,1.4018
28129,N#CC1CC=CC1,4.0748
28130,N#CC1CN=CN1,3.0044
28131,N#CC1CN=CO1,2.8947
28132,C#CC1C=CCC1,0.8494
28133,C#CC1COC=N1,1.609
28134,C#CC1C=CCO1,1.7258
28135,N#CC1C=CCC1,4.302
28136,N#CC1CNC=N1,5.5376
28137,N#CC1C=CCN1,4.9261
28138,N#CC1C=CCO1,4.4719
28139,C#CC1CCCC1,0.8513
28140,C#CC1CCCO1,1.6996
28141,C#CC1CCOC1,1.0187
28142,C#CC1COCO1,1.1623
28143,C#CC1OCCO1,1.533
28144,N#CC1CCCC1,4.2811
28145,N#CC1CCCN1,3.1752
28146,N#CC1CCCO1,4.201
28147,N#CC1CCOC1,3.0735
28148,N#CC1COCO1,2.8689
28149,N#CC1OCCO1,3.6235
28150,O=CC1=CCCC1,3.4213
28151,O=CC1=CCOC1,3.161
28152,O=CC1=CNCC1,5.3865
28153,O=CC1=NCCN1,2.5843
28154,O=CC1=NCCO1,3.9819
28155,O=CC1CC=CC1,2.7834
28156,C=C1N=C(N)OC1=O.N,2.8671
28157,C=C1C=C(O)OC1=O.N,1.3769
28158,C=C1N=C(O)OC1=O.N,2.6739
28159,OCc1cc(O)[nH]c1O,1.9593
28160,OCc1nc(O)[nH]c1O,1.2513
28161,Cc1occ(O)c1CN,3.8633
28162,Cc1[nH]cc(N)c1CO,3.2115
28163,Cc1occ(N)c1CO,1.3925
28164,Cc1[nH]cc(O)c1CO,3.5528
28165,Cc1occ(O)c1CO,2.6094
28166,Cc1c[nH]c(C)c1CO,2.6633
28167,Cc1c[nH]c(N)c1CO,2.5703
28168,Cc1c[nH]c(O)c1CO,1.373
28169,Cc1coc(C)c1CO,1.2441
28170,Cc1coc(N)c1CO,1.5724
28171,Cc1coc(O)c1CN,3.8312
28172,CCc1c(C)c[nH]c1C,1.7101
28173,CCc1c(N)c[nH]c1C,1.8457
28174,CCc1c(O)c[nH]c1C,2.0227
28175,CCc1c(C)coc1C,0.8028
28176,CCc1c(N)coc1C,1.4569
28177,CCc1c(C)c[nH]c1N,1.0864
28178,CCc1c(N)c[nH]c1N,1.3747
28179,CCc1c(O)c[nH]c1N,2.1036
28180,CCc1c(C)coc1N,0.4969
28181,CCc1c(N)coc1N,2.0046
28182,CCc1c(O)coc1N,2.8367
28183,CCc1c(C)c[nH]c1O,0.6697
28184,CCc1c(N)c[nH]c1O,1.0507
28185,CCc1c(O)c[nH]c1O,1.9251
28186,CNc1c(C)c[nH]c1C,1.2548
28187,CNc1c(N)c[nH]c1C,1.958
28188,CNc1c(O)c[nH]c1C,2.4065
28189,CNc1c(C)coc1C,1.4326
28190,CNc1c(N)coc1C,2.1399
